-17.20318,-1.63425,-0.64203
-17.20318,-1.43148,-0.64361
-17.20318,-1.22870,-0.64521
-17.20318,-1.02592,-0.64685
-17.20318,-0.82315,-0.64851
-17.20318,-0.62037,-0.65020
-17.20318,-0.41759,-0.65192
-17.20318,-0.21482,-0.65367
-17.20318,-0.01204,-0.65544
-17.20318,0.19074,-0.65725
-17.20318,0.39351,-0.65908
-17.20318,0.59629,-0.66093
-17.20318,0.79907,-0.66282
-17.20318,1.00184,-0.66473
-17.20318,1.20462,-0.66666
-17.20318,1.40740,-0.66863
-17.20318,1.61017,-0.67062
-17.20318,1.81295,-0.67263
-17.20318,2.01573,-0.67468
-17.20318,2.21850,-0.67674
-17.20318,2.42128,-0.67884
-17.20318,2.62405,-0.68096
-17.20318,2.82683,-0.68310
-17.20318,3.02961,-0.68527
-17.20318,3.23238,-0.68747
-17.20318,3.43516,-0.68969
-17.20318,3.63794,-0.69194
-17.20318,3.84071,-0.69421
-17.20318,4.04349,-0.69651
-17.20318,4.24627,-0.69883
-17.20318,4.44904,-0.70118
-17.20318,4.65182,-0.70356
-17.20318,4.85460,-0.70596
-17.20318,5.05737,-0.70838
-17.20318,5.26015,-0.71083
-17.20318,5.46293,-0.71331
-17.20318,5.66570,-0.71581
-17.20318,5.86848,-0.71833
-17.20318,6.07126,-0.72089
-17.20318,6.27403,-0.72346
-17.20318,6.47681,-0.72607
-17.20318,6.67959,-0.72869
-17.20318,6.88236,-0.73135
-17.20318,7.08514,-0.73403
-17.20318,7.28792,-0.73673
-17.20318,7.49069,-0.73946
-17.20318,7.69347,-0.74221
-17.20318,7.89625,-0.74499
-17.20318,8.09902,-0.74779
-17.20318,8.30180,-0.75062
-17.20318,8.50458,-0.75347
-17.20318,8.70735,-0.75634
-17.20318,8.91013,-0.75923
-17.20318,9.11291,-0.76214
-17.20318,9.31568,-0.76508
-17.20318,9.51846,-0.76803
-17.20318,9.72124,-0.77100
-17.20318,9.92401,-0.77399
-17.20318,10.12679,-0.77700
-17.20318,10.32957,-0.78002
-17.20318,10.53234,-0.78305
-17.20318,10.73512,-0.78609
-17.20318,10.93790,-0.78914
-17.20318,11.14067,-0.79220
-17.20318,11.34345,-0.79527
-17.20318,11.54623,-0.79834
-17.20318,11.74900,-0.80140
-17.20318,11.95178,-0.80447
-17.20318,12.15456,-0.80753
-17.20318,12.35733,-0.81058
-17.20318,12.56011,-0.81362
-17.20318,12.76289,-0.81664
-17.20318,12.96566,-0.81965
-17.20318,13.16844,-0.82264
-17.20318,13.37122,-0.82560
-17.20318,13.57399,-0.82854
-17.20318,13.77677,-0.83145
-17.20318,13.97955,-0.83432
-17.20318,14.18232,-0.83717
-17.20318,14.38510,-0.83999
-17.20318,14.58788,-0.84278
-17.20318,14.79065,-0.84554
-17.20318,14.99343,-0.84829
-17.20318,15.19621,-0.85103
-17.20318,15.39898,-0.85377
-17.20318,15.60176,-0.85654
-17.20318,15.80454,-0.85936
-17.20318,16.00731,-0.86225
-17.20318,16.21009,-0.86523
-17.20318,16.41287,-0.86831
-17.20318,16.61564,-0.87150
-17.20318,16.81842,-0.87474
-17.20318,17.02120,-0.87794
-17.20318,17.22397,-0.88092
-17.20318,17.42675,-0.88338
-17.20318,17.62953,-0.88491
-17.20318,17.83230,-0.88501
-17.20318,18.03508,-0.88314
-17.20318,18.23786,-0.87894
-17.20318,18.44063,-0.87240
-17.20318,18.64341,-0.86419
-17.20318,18.84619,-0.85575
-17.20318,19.04896,-0.84920
-17.20318,19.25174,-0.84677
-17.20318,19.45452,-0.84995
-17.20318,19.65729,-0.85858
-17.20318,19.86007,-0.87038
-17.20318,20.06285,-0.88141
-17.20318,20.26562,-0.88722
-17.20318,20.46840,-0.88487
-17.20318,20.67118,-0.87503
-17.20318,20.87395,-0.86306
-17.20318,21.07673,-0.85718
-17.20318,21.27951,-0.86407
-17.20318,21.48228,-0.88421
-17.20318,21.68506,-0.91038
-17.20318,21.88784,-0.93147
-17.20318,22.09061,-0.93793
-17.20318,22.29339,-0.92332
-17.20318,22.49617,-0.89116
-17.20318,22.69894,-0.86801
-17.20318,22.90172,-0.86100
-17.20318,23.10450,-0.86621
-17.20318,23.30727,-0.87861
-17.20318,23.51005,-0.89446
-17.20318,23.71283,-0.91147
-17.20318,23.91560,-0.92840
-17.20318,24.11838,-0.94469
-17.20318,24.32116,-0.96015
-17.20318,24.52393,-0.97477
-17.20318,24.72671,-0.98865
-17.20318,24.92949,-1.00188
-17.20318,25.13226,-1.01457
-17.20318,25.33504,-1.02682
-17.20318,25.53782,-1.03870
-17.20318,25.74059,-1.05026
-17.20318,25.94337,-1.06157
-17.00237,-1.63425,-0.63166
-17.00237,-1.43148,-0.63323
-17.00237,-1.22870,-0.63483
-17.00237,-1.02592,-0.63646
-17.00237,-0.82315,-0.63812
-17.00237,-0.62037,-0.63981
-17.00237,-0.41759,-0.64153
-17.00237,-0.21482,-0.64327
-17.00237,-0.01204,-0.64504
-17.00237,0.19074,-0.64684
-17.00237,0.39351,-0.64866
-17.00237,0.59629,-0.65051
-17.00237,0.79907,-0.65239
-17.00237,1.00184,-0.65429
-17.00237,1.20462,-0.65622
-17.00237,1.40740,-0.65818
-17.00237,1.61017,-0.66016
-17.00237,1.81295,-0.66217
-17.00237,2.01573,-0.66420
-17.00237,2.21850,-0.66626
-17.00237,2.42128,-0.66834
-17.00237,2.62405,-0.67045
-17.00237,2.82683,-0.67259
-17.00237,3.02961,-0.67475
-17.00237,3.23238,-0.67693
-17.00237,3.43516,-0.67914
-17.00237,3.63794,-0.68138
-17.00237,3.84071,-0.68364
-17.00237,4.04349,-0.68592
-17.00237,4.24627,-0.68823
-17.00237,4.44904,-0.69057
-17.00237,4.65182,-0.69293
-17.00237,4.85460,-0.69531
-17.00237,5.05737,-0.69772
-17.00237,5.26015,-0.70016
-17.00237,5.46293,-0.70262
-17.00237,5.66570,-0.70510
-17.00237,5.86848,-0.70761
-17.00237,6.07126,-0.71015
-17.00237,6.27403,-0.71271
-17.00237,6.47681,-0.71530
-17.00237,6.67959,-0.71791
-17.00237,6.88236,-0.72054
-17.00237,7.08514,-0.72321
-17.00237,7.28792,-0.72589
-17.00237,7.49069,-0.72860
-17.00237,7.69347,-0.73134
-17.00237,7.89625,-0.73410
-17.00237,8.09902,-0.73688
-17.00237,8.30180,-0.73969
-17.00237,8.50458,-0.74252
-17.00237,8.70735,-0.74537
-17.00237,8.91013,-0.74825
-17.00237,9.11291,-0.75114
-17.00237,9.31568,-0.75406
-17.00237,9.51846,-0.75700
-17.00237,9.72124,-0.75995
-17.00237,9.92401,-0.76292
-17.00237,10.12679,-0.76591
-17.00237,10.32957,-0.76891
-17.00237,10.53234,-0.77192
-17.00237,10.73512,-0.77495
-17.00237,10.93790,-0.77798
-17.00237,11.14067,-0.78102
-17.00237,11.34345,-0.78406
-17.00237,11.54623,-0.78711
-17.00237,11.74900,-0.79016
-17.00237,11.95178,-0.79320
-17.00237,12.15456,-0.79623
-17.00237,12.35733,-0.79926
-17.00237,12.56011,-0.80227
-17.00237,12.76289,-0.80527
-17.00237,12.96566,-0.80824
-17.00237,13.16844,-0.81119
-17.00237,13.37122,-0.81411
-17.00237,13.57399,-0.81700
-17.00237,13.77677,-0.81986
-17.00237,13.97955,-0.82267
-17.00237,14.18232,-0.82545
-17.00237,14.38510,-0.82819
-17.00237,14.58788,-0.83089
-17.00237,14.79065,-0.83355
-17.00237,14.99343,-0.83618
-17.00237,15.19621,-0.83879
-17.00237,15.39898,-0.84140
-17.00237,15.60176,-0.84402
-17.00237,15.80454,-0.84669
-17.00237,16.00731,-0.84944
-17.00237,16.21009,-0.85232
-17.00237,16.41287,-0.85536
-17.00237,16.61564,-0.85860
-17.00237,16.81842,-0.86203
-17.00237,17.02120,-0.86560
-17.00237,17.22397,-0.86915
-17.00237,17.42675,-0.87240
-17.00237,17.62953,-0.87485
-17.00237,17.83230,-0.87582
-17.00237,18.03508,-0.87448
-17.00237,18.23786,-0.87007
-17.00237,18.44063,-0.86222
-17.00237,18.64341,-0.85140
-17.00237,18.84619,-0.83931
-17.00237,19.04896,-0.82891
-17.00237,19.25174,-0.82371
-17.00237,19.45452,-0.82642
-17.00237,19.65729,-0.83741
